번호,제목,사건번호,선고일자,참조조문,조문번호,판시사항
428,손해배상(기),2005가단240057,2006. 4. 28.,민법,"제750조, 제751조","온라인 게임 운영업체가 게임 서버의 업데이트 과정에서 이용자들의 개인정보인 아이디와 비밀번호가 암호화되지 않은 상태에서 로그파일에 저장되도록 함으로써, 컴퓨터에 관한 상당 수준의 전문지식이 있는 사람이라면 누구라도 그에 접근하여 이용자들의 아이디와 비밀번호를 알 수 있는 상황을 발생시킨 사안에서, 개인정보 유출의 위험에 처한 이용자들에 대한 온라인 게임 운영업체의 손해배상책임을 인정한 사례"
,,,,정보통신망 이용촉진 및 정보보호 등에 관한 법률,제49조,
429,특정경제범죄가중처벌등에관한법률위반(사기)·정보통신망이용촉진및정보보호등에관한법률위반음란물유포등),2006노6,2006. 4. 19.,정보통신망 이용촉진 및 정보보호 등에 관한 법률,제65조,
,,,,특정경제범죄 가중처벌 등에 관한 법률,제3조,
,,,,형법,"제30조, 제37조, 제38조, 제48조, 제50조, 제53조, 제55조, 제57조, 제62조, 제69조, 제70조, 제347조, 제351조",
430,정보통신망이용촉진및정보보호등에관한법률위반(음란물유포등),2005노1051,2006. 4. 6.,형사소송법,"제313조, 제325조, 제364조",
431,손해배상(기),2005가단94949,2006. 4. 4.,민법,"제750조, 제751조",불법시위 및 인터넷을 통한 명예훼손행위에 의하여 사용자의 업무를 방해한 전 노동조합 조합원에 대하여 손해배상책임을 인정한 사례
432,정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등),2005도7309,2006. 3. 24.,정보통신망이용촉진및정보보호등에관한법률,"제48조, 제49조","［1］           구 정보통신망 이용촉진 및 정보보호 등에 관한 법률 제49조에서 말하는 ‘타인의 비밀’의 의미        
［2］ 막연히 피해자의 이메일 출력물을 제3자에게 보여준 것이 타인의 비밀 누설행위에 해당한다는 취지로만 되어 있는 공소사실이 심판의 대상과 피고인의 방어범위를 확정할 수 있을 정도로 특정되었다고 보기 어렵다고 한 사례"
,,,,형사소송법,제254조,
433,주주총회결의금지 가처분,2006카합242,2006. 3. 14.,상법,"제363조의2, 제393조의2","[1] 주권상장법인의 소수주주들이 사외이사후보추천을 총회의 의제 또는 의안으로 삼고자 하는 경우, 상법상의 주주제안권 또는 증권거래법상의 사외이사후보추천권을 선택적으로 행사할 수 있는지 여부(적극)
[2] 주권상장법인의 사외이사 선임에 있어 종래 실무상 운용되고 있는 분리선출 방식과 일괄선출 방식에 대하여 현행 상법 및 증권거래법의 해석상 위 두 가지 방식이 주주총회결의 방법으로 모두 가능하고 그 가운데 어느 방식을 취할 것인지에 대한 결정권한은 별도의 주주제안이 없는 이상 이사회에 있다고 한 사례"
,,,,증권거래법,"제54조의5, 제191조의14, 제191조의16",
434,온라인디지털콘텐츠산업발전법위반,2004도9073,2006. 2. 10.,온라인 디지털콘텐츠산업 발전법,"제1조, 제17조","[1]           온라인 디지털콘텐츠산업 발전법 제18조 제1항의 보호대상 및 보호요건        
[2] 만화 온라인콘텐츠에 그 온라인콘텐츠의 제작 및 표시 연월일이 표시되지 아니한 경우,           온라인 디지털콘텐츠산업 발전법 제18조 제1항의 보호대상에서 제외되므로, 위 만화 온라인콘텐츠를 복제하여 전송한 행위는           위 법 제18조 제1항 위반죄에 해당하지 아니한다고 본 사례"
435,손해배상(기),2002나32662,2006. 1. 26.,국가유공자 등 예우 및 지원에 관한 법률,"제1조, 제4조, 제6조의4","[1] 대한민국의 베트남전 참전군인들이 미국 법인인 제초제 제조회사들에 의하여 제조되어 베트남전에서 살포된 고엽제의 유해물질(TCDD)로 인하여 각종 질병을 얻게 되었음을 이유로 위 참전군인들 또는 그 유족들이 위 고엽제 제조회사들을 상대로 대한민국 법원에 제조물책임 또는 일반불법행위책임에 기한 손해의 배상을 구하는 사안에서, 대한민국 법원이 위 고엽제 제조회사들의 재산소재지 또는 불법행위지의 법원으로서 국제재판관할권을 가진다고 한 사례
[2] 구 섭외사법 제13조 제1항에서 정한 ‘원인된 사실이 발생한 곳’의 의미 및 불법행위의 행동지(가해행위지)와 결과발생지가 상이한 경우, 피해자인 원고가 자신에게 유리한 법을 준거법으로 선택할 수 있는지 여부(적극)
[3] 대한민국의 베트남전 참전군인들이 미국 법인인 제초제 제조회사들에 의하여 제조되어 베트남전에서 살포된 고엽제의 유해물질로 인하여 각종 질병을 얻게 되었음을 이유로 위 참전군인들 또는 그 유족들이 위 고엽제 제조회사들을 상대로 대한민국 법원에 제조물책임 또는 일반불법행위책임에 기한 손해의 배상을 구하는 사안에 적용될 수 있는 준거법은 행동지법으로서 생산지법인 미국법과 사용지법인 베트남법, 결과발생지법으로서 대한민국법이라 할 것인데, 피해자인 원고들이 불법행위의 결과발생지인 대한민국의 법률에 근거하여 제조물책임 등에 기한 손해배상청구권의 성립과 효과를 주장하고 있으므로 대한민국법을 준거법으로 선택하였다고 본 사례
[4] 고엽제 제조회사들이 베트남전 당시 미국 정부에 제조·공급한 고엽제에는 그 공급 당시의 기술수준과 경제성 등에 비추어 기대 가능한 범위 내의 유해물질의 농도 안전수치를 초과하는 유해물질이 함유되어 있는 결함이 존재하므로, 위 회사들은 특별한 사정이 없는 한 고엽제 제조자로서 그 결함으로 인하여 발생한 손해에 대한 제조물책임을 부담한다고 한 사례
[5] ‘고엽제후유의증 환자 지원 등에 관한 법률’이 고엽제로 인한 불법행위 일반에 적용되는 특별사법으로서의 성격을 가지는지 여부(소극)
[6] 대한민국의 베트남전 참전군인들의 질병이 고엽제에 함유된 유해물질에 노출됨으로 인하여 발생할 수 있는 질병인지 여부, 즉 일반적 인과관계는 인간을 집단적으로 관찰하여 유해물질에의 노출과 문제된 질병 발생 사이에 역학적 인과관계가 있음을 밝힘으로써 입증할 수밖에 없는데, 지난 수십 년간 시행된 다양한 역학조사의 연구 결과들 중 가장 신뢰할 만한 미국 국립과학원의 보고서에 비추어 볼 때, ① 비호지킨임파선암, ② 연조직육종암, ③ 염소성여드름, ④ 만발성피부포르피린증, ⑤ 호지킨병, ⑥ 폐암, ⑦ 후두암, ⑧ 기관암, ⑨ 다발성골수종, ⑩ 전립선암, ⑪ 2형당뇨병 등이 고엽제에 함유된 유해물질의 노출과의 사이에 역학적 인과관계가 인정된다고 한 사례
[7] 베트남전에서 고엽제가 살포되기 시작한 1965. 1.경부터 대한민국군이 베트남에서 철수한 1973. 3.경까지 사이에 베트남전에 복무한 참전자들은 고엽제에 함유된 유해물질에 노출되었을 상당한 개연성이 인정되므로 이들 중 그 복무 후 그 유해물질에의 노출과 역학적 인과관계가 인정되는 질병이 발생한 경우에는 개별적 인과관계 즉, 베트남전에서 고엽제에 함유된 유해물질에 노출됨으로 인하여 그 질병이 발생하였음이 증명되었다고 본 사례
[8] 제조물책임 또는 일반불법행위책임을 묻는 이 사건의 준거법으로 피해자인 원고들이 불법행위의 결과발생지인 대한민국법을 준거법으로 선택한 이상 원고들은 물론 가해자인 피고들도 준거법으로 선택되지 않은 미국법, 베트남법으로부터 자신들에게 유리한 일부 요건이나 효과만을 선택적으로 추출하여 그 적용을 주장하는 것은 허용되지 아니하므로, 미국법에서 인정되는 이른바 정부계약자항변은 이 사건에 직접 적용될 수 없다고 한 사례
[9] 대한민국의 베트남전 참전군인 등 고엽제 피해자들에게는 객관적으로 고엽제 제조회사들을 상대로 고엽제 피해와 관련된 손해배상소송을 제기할 것을 기대하기 어려운 사정이 존재하였다고 봄이 상당하므로, 고엽제 제조회사들이 위 피해자들의 손해배상청구권 행사에 대하여 소멸시효의 완성을 주장하는 것은 신의성실의 원칙에 반하여 권리남용으로서 허용될 수 없다고 한 사례
[10] 재산상 손해액의 확정이 가능한데도 위자료의 명목 아래 사실상 손해의 전보를 꾀하는 것이 허용되는지 여부(소극)"
,,,,국제사법,"제2조, 제32조",
,,,,민법,"제2조, 제166조, 제393조, 제750조, 제763조, 제766조",
,,,,민사소송법,"제5조, 제8조, 제11조, 제18조",
,,,,섭외사법,제13조,
,,,,제조물책임법,"제2조, 제3조",
436,등록무효(특),2005허1554,2005. 12. 16.,특허법,"제47조, 제133조의2, 제136조",
437,전기통신사업법위반방조·증권거래법위반방조,2004노3120,2005. 12. 15.,전기통신사업법,"제19조, 제70조",
,,,,증권거래법,"제70조의2, 제210조",
,,,,형법,제32조,
438,특정경제범죄가중처벌등에관한법률위반(사기)·정보통신망이용촉진및정보보호등에관한법률위반(음란물유포등),2005고합298,2005. 12. 14.,정보통신망이용촉진및정보보호등에관한법률,제65조,
,,,,특정경제범죄가중처벌등에관한법률,제3조,
,,,,형법,"제30조, 제347조, 제351조",
439,공갈·절도·협박·업무방해·정보통신망이용촉진및정보보호등에관한법률위반(명예훼손),2005고단265,2005. 11. 30.,정보통신망이용촉진및정보보호등에관한법률,제61조,
,,,,형법,"제283조, 제314조, 제329조, 제350조",
440,정보통신망이용촉진및정보보호등에관한법률위반,2005도870,2005. 11. 25.,정보통신망이용촉진및정보보호등에관한법률,제48조,"[1]           정보통신망 이용촉진 및 정보보호 등에 관한 법률 제48조 제1항에 의하여 금지되는 행위의 범위        
[2]           정보통신망 이용촉진 및 정보보호 등에 관한 법률 제48조 제1항의 ‘정당한 접근권한’의 판단 기준        
[3] 이용자가 자신의 아이디와 비밀번호를 알려주며 사용을 승낙하여 제3자로 하여금 정보통신망을 사용하도록 한 경우, 그 제3자에게 정당한 접근권한이 있는지 여부(한정 소극)
[4] 피고인이 업무상 알게 된 직속상관의 아이디와 비밀번호를 이용하여 직속상관이 모르는 사이에 군 내부전산망 등에 접속하여 직속상관의 명의로 군사령관에게 이메일을 보낸 사안에서,           정보통신망 이용촉진 및 정보보호 등에 관한 법률 제48조 제1항에 규정한 정당한 접근권한 없이 정보통신망에 침입하는 행위에 해당한다고 한 사례"
441,정보통신망이용촉진및정보보호등에관한법률위반·공무집행방해·음반·비디오물및게임물에관한법률위반,2004도4731,2005. 10. 28.,형법,제136조,"[1] 적법성이 결여된 직무행위를 하는 공무원에게 대항하여 폭행이나 협박을 가한 경우, 공무집행방해죄의 성립 여부(소극)
[2] 경찰관들이 노래연습장에서의 주류 판매여부를 확인하기 위하여 법관이 발부한 영장 없이 노래연습장을 검색한 행위가 적법한 직무집행이라고 볼 수 없어 그 검색행위를 방해하였다고 하더라도 공무집행방해죄를 구성하지 않는다고 한 원심의 판단을 수긍한 사례
[3] 공무집행방해죄에 있어서 협박의 의미
[4] 압수절차가 위법한 압수물의 증거능력"
